Model,brand,variant,mfg,km_drvn,fuel,mileage,engine,max_pwr,torque,owner,transmission,location,Price
Maruti Ciaz,Maruti,VDi Plus SHVS,2015,54000,Diesel,28.09,1248,88.5,200,First Owner,Manual,Ahmedabad,525000
Volvo S60,Volvo,D4 SUMMUM,2015,51000,Diesel,9,1984,181,400,First Owner,Automatic,Ahmedabad,1700000
Maruti Ciaz,Maruti,ZDi Plus,2016,76001,Diesel,26.21,1248,88.5,200,First Owner,Manual,Ahmedabad,715000
Volkswagen Vento,Volkswagen,1.5 TDI Highline AT,2017,65000,Diesel,22.15,1498,108.6,250,First Owner,Automatic,Ahmedabad,875000
Honda City,Honda,i DTEC SV,2015,68000,Diesel,26,1498,98.6,200,First Owner,Manual,Ahmedabad,585000
Honda Amaze,Honda,S i-Dtech,2014,77000,Diesel,25.8,1498,98.6,200,First Owner,Manual,Ahmedabad,390000
Hyundai Verna,Hyundai,CRDi 1.6 AT SX Plus,2018,54000,Diesel,22,1582,126.2,259,First Owner,Automatic,Ahmedabad,1000000
Toyota Innova,Toyota,2.5 GX (Diesel) 8 Seater BS IV,2012,91000,Diesel,12.99,2494,100,200,First Owner,Manual,Ahmedabad,625000
Hyundai Verna,Hyundai,CRDi 1.6 SX,2017,54000,Diesel,22,1582,126.2,259,First Owner,Manual,Ahmedabad,700000
Volkswagen Vento,Volkswagen,1.5 TDI Comfortline,2013,58369,Diesel,20.34,1498,103.2,250,First Owner,Manual,Ahmedabad,425000
Ford Figo,Ford,Aspire Titanium,2018,41200,Petrol,18.5,1194,94.93,119,First Owner,Manual,Ahmedabad,600000
Toyota Innova,Toyota,Crysta 2016-2020 2.8 ZX AT BSIV,2019,40214,Diesel,11.36,2755,171.5,360,First Owner,Automatic,Ahmedabad,2275000
Hyundai Verna,Hyundai,1.6 CRDi SX,2015,83545,Diesel,23.9,1582,126.2,259,First Owner,Manual,Ahmedabad,590000
Toyota Innova,Toyota,Crysta 2016-2020 2.4 ZX MT,2017,60000,Diesel,13.68,2393,147.51,343,First Owner,Manual,Ahmedabad,1750000
Hyundai Verna,Hyundai,1.6 CRDI,2011,53000,Diesel,22.32,1582,126.3,259,Second Owner,Manual,Ahmedabad,425000
Hyundai Sonata,Hyundai,2.4 GDi MT,2012,74000,Petrol,13.44,2359,198.25,250,Second Owner,Manual,Ahmedabad,650000
Honda Civic,Honda,1.8 V MT,2008,55000,Petrol,13.5,1799,130,172,First Owner,Manual,Ahmedabad,275000
Volkswagen Vento,Volkswagen,1.5 TDI Comfortline AT,2015,68000,Diesel,21.21,1498,103.2,250,First Owner,Automatic,Ahmedabad,650000
Toyota Innova,Toyota,2.5 GX (Diesel) 8 Seater,2014,65000,Diesel,12.99,2494,100.6,200,Second Owner,Manual,Ahmedabad,725000
Mercedes Benz,Mercedes,E-Class E250 CDI Avantgarde,2016,48000,Diesel,13,2143,204,500,Second Owner,Automatic,Ahmedabad,2651000
Honda City,Honda,1.5 S AT,2009,86000,Petrol,16.8,1497,116.4,146,Second Owner,Automatic,Ahmedabad,350000
Toyota Innova,Toyota,Crysta 2016-2020 2.8 GX AT 8S BSIV,2019,65000,Diesel,11.36,2755,171.5,360,First Owner,Automatic,Ahmedabad,1751000
Volvo S60,Volvo,Cross Country D4 AWD BSIV,2017,83000,Diesel,19.6,2400,190,440,First Owner,Automatic,Ahmedabad,2250000
Maruti Ertiga,Maruti,VDI,2015,86205,Diesel,25.47,1248,88.5,200,First Owner,Manual,Ahmedabad,590000
Hyundai Xcent,Hyundai,1.2 Kappa S,2014,46000,Petrol,19.1,1197,82,114,First Owner,Manual,Ahmedabad,450000
Honda Accord,Honda,VTi-L AT,2007,68000,Petrol,11.1,2354,142,175,First Owner,Automatic,Ahmedabad,279000
Honda City,Honda,i DTEC S,2014,75000,Diesel,26,1498,98.6,200,First Owner,Manual,Ahmedabad,480000
Land Rover,Land,Range Rover Sport TDV6,2012,85493,Diesel,14.7,2993,241.6,600,First Owner,Automatic,Ahmedabad,3500000
Hyundai Xcent,Hyundai,1.1 CRDi S Option,2015,38200,Diesel,24.4,1120,71.01,180,Second Owner,Manual,Ahmedabad,375000
Mercedes Benz,Mercedes,E-Class E250 CDI Elegance,2011,116000,Diesel,14.21,2143,203,500,Second Owner,Automatic,Ahmedabad,1050000
BMW 5,BMW,Series 520d,2011,87000,Diesel,18.48,1995,177,620,First Owner,Automatic,Ahmedabad,1250000
Honda City,Honda,i DTEC VX,2014,52000,Diesel,25.1,1498,98.6,200,First Owner,Manual,Ahmedabad,575000
Maruti SX4,Maruti,VDI,2011,65000,Diesel,21.5,1248,88.8,200,First Owner,Manual,Ahmedabad,350000
Maruti Ciaz,Maruti,VDi Plus SHVS,2016,60000,Diesel,28.09,1248,88.5,200,First Owner,Manual,Ahmedabad,615000
Audi A4,Audi,2.0 TDI,2010,79000,Diesel,16.55,1968,147.51,320,Second Owner,Automatic,Ahmedabad,850000
BMW X3,BMW,xDrive20d M Sport,2017,33206,Diesel,18.56,1995,190,400,First Owner,Automatic,Ahmedabad,3700000
Maruti Ertiga,Maruti,SHVS VDI,2015,32000,Diesel,24.52,1248,88.5,200,First Owner,Manual,Ahmedabad,711000
Hyundai Verna,Hyundai,CRDi 1.6 AT SX Plus,2018,52000,Diesel,22,1582,126.2,259,First Owner,Automatic,Ahmedabad,1075000
Volkswagen Jetta,Volkswagen,2.0L TDI Comfortline,2014,57000,Diesel,19.33,1968,138.03,320,First Owner,Manual,Ahmedabad,675000
Maruti Ciaz,Maruti,Sigma Diesel,2017,73000,Diesel,28.09,1248,88.5,200,First Owner,Manual,Ahmedabad,650000
Mercedes Benz,Mercedes,E-Class E250 CDI Blue Efficiency,2011,97000,Diesel,14.21,2143,203,500,Third Owner,Automatic,Ahmedabad,1250000
Mahindra Marazzo,Mahindra,M2 BSIV,2019,64532,Diesel,17.3,1497,121,300,First Owner,Manual,Ahmedabad,900000
Hyundai Elantra,Hyundai,2.0 SX,2017,69000,Petrol,14.59,1999,149.92,192,First Owner,Manual,Ahmedabad,1050000
Jaguar XJ,Jaguar,3.0L Premium Luxury,2018,16000,Diesel,14.47,2993,301.73,689,First Owner,Automatic,Ahmedabad,6500000
Honda Amaze,Honda,S i-Dtech,2014,59000,Diesel,25.8,1498,98.6,200,First Owner,Manual,Ahmedabad,390000
Mercedes Benz,Mercedes,C-Class 220 CDI AT,2011,70800,Diesel,14.84,2143,170,400,First Owner,Automatic,Ahmedabad,1250000
Hyundai Verna,Hyundai,1.6 CRDi AT SX,2015,52000,Diesel,19.08,1582,126.2,259,Second Owner,Automatic,Ahmedabad,550000
Audi A3,Audi,35 TDI Premium Plus,2015,60000,Diesel,20.38,1968,143,320,Second Owner,Automatic,Ahmedabad,1500000
Honda Amaze,Honda,S i-Dtech,2014,70000,Diesel,25.8,1498,98.6,200,First Owner,Manual,Ahmedabad,406000
Honda Amaze,Honda,S i-Dtech,2014,65000,Diesel,25.8,1498,98.6,200,First Owner,Manual,Ahmedabad,351000
Honda Mobilio,Honda,S i DTEC,2015,55423,Diesel,24.2,1498,98.6,200,First Owner,Manual,Ahmedabad,549000
Audi Q5,Audi,2.0 TFSI Quattro,2011,67000,Petrol,9.74,1984,208,350,Second Owner,Automatic,Ahmedabad,1100000
Honda City,Honda,i VTEC SV,2016,73000,Petrol,17.8,1497,117.3,145,Second Owner,Manual,Ahmedabad,650000
Audi Q7,Audi,2006-2020 35 TDI Quattro Premium Plus,2016,91000,Diesel,12.07,2967,241.4,550,First Owner,Automatic,Ahmedabad,3100000
Honda Amaze,Honda,SX i-VTEC,2015,50000,Petrol,18,1198,86.7,109,Second Owner,Manual,Ahmedabad,490000
Toyota Innova,Toyota,Crysta 2016-2020 2.8 ZX AT BSIV,2016,88310,Diesel,11.36,2755,171.5,360,Second Owner,Automatic,Ahmedabad,1650000
Hyundai Xcent,Hyundai,1.2 CRDi SX,2016,59000,Diesel,25.4,1186,73.97,190,First Owner,Manual,Ahmedabad,525000
Honda City,Honda,ZX CVT,2018,16000,Petrol,18.4,1498,119.35,145,First Owner,Automatic,Ahmedabad,1125000
Honda Amaze,Honda,S i-Dtech,2016,45000,Diesel,25.8,1498,98.6,200,First Owner,Manual,Ahmedabad,475000
Volkswagen Vento,Volkswagen,Konekt Diesel Comfortline,2014,66000,Diesel,20.54,1598,103.6,250,First Owner,Manual,Ahmedabad,400000
Audi A6,Audi,2.0 TDI,2013,71000,Diesel,17.68,1968,174.33,380,First Owner,Automatic,Ahmedabad,1690000
Toyota Innova,Toyota,2.5 GX (Diesel) 8 Seater,2011,79000,Diesel,12.99,2494,100.6,200,First Owner,Manual,Ahmedabad,625000
Toyota Corolla,Toyota,Altis Diesel D4DGL,2014,80000,Diesel,21.43,1364,87.2,205,First Owner,Manual,Ahmedabad,751000
Skoda Rapid,Skoda,1.6 TDI Ambition Plus,2013,62000,Diesel,20.5,1598,103.5,250,First Owner,Manual,Ahmedabad,425000
Hyundai Verna,Hyundai,CRDi 1.6 EX,2018,62000,Diesel,22,1582,126.2,259,First Owner,Manual,Ahmedabad,851000
Toyota Platinum,Toyota,Etios 1.4 GD,2018,49000,Diesel,23.59,1364,67.05,170,First Owner,Manual,Ahmedabad,650000
Toyota Innova,Toyota,2.5 GX (Diesel) 7 Seater,2016,72000,Diesel,12.99,2494,100.6,200,First Owner,Manual,Ahmedabad,1050000
Volkswagen Vento,Volkswagen,1.5 TDI Highline AT,2016,86000,Diesel,22.15,1498,108.6,250,First Owner,Automatic,Ahmedabad,750000
Volvo S60,Volvo,D4 SUMMUM,2015,71000,Diesel,9,1984,181,400,First Owner,Automatic,Ahmedabad,1550000
Nissan Teana,Nissan,Teana,2009,50754,Petrol,9.1,2496,179.5,228,Third Owner,Automatic,Ahmedabad,400000
Volkswagen Vento,Volkswagen,1.5 TDI Comfortline,2013,90000,Diesel,20.34,1498,103.2,250,Second Owner,Manual,Ahmedabad,275000
Jaguar XF,Jaguar,2.2 Litre Luxury,2016,47000,Diesel,16.36,2179,187.7,450,First Owner,Automatic,Ahmedabad,2390000
Hyundai Verna,Hyundai,1.6 SX,2013,60000,Diesel,22.32,1582,126.32,259,Second Owner,Manual,Ahmedabad,465000
Maruti Ciaz,Maruti,Alpha Diesel,2018,96000,Diesel,28.09,1248,88.5,200,First Owner,Manual,Ahmedabad,775000
Hyundai Xcent,Hyundai,1.1 CRDi S Option,2015,70000,Diesel,24.4,1120,71.01,180,First Owner,Manual,Ahmedabad,475000
Mahindra Xylo,Mahindra,E8,2011,161779,Diesel,14,2498,112,260,First Owner,Manual,Ahmedabad,141000
Toyota Innova,Toyota,2.5 GX (Diesel) 8 Seater,2012,147234,Diesel,12.99,2494,100,200,Second Owner,Manual,Ahmedabad,567000
Maruti Swift,Maruti,Dzire Tour 2012-2018 LDI,2012,67000,Diesel,23.4,1248,74,190,First Owner,Manual,Ahmedabad,350000
Maruti Ciaz,Maruti,VDi Plus,2015,73000,Diesel,26.21,1248,88.5,200,First Owner,Manual,Ahmedabad,574000
Honda Amaze,Honda,E i-Dtech,2015,88000,Diesel,25.8,1498,98.6,200,First Owner,Manual,Ahmedabad,439000
Jaguar XF,Jaguar,Diesel,2013,75000,Diesel,14.74,2993,270.9,600,First Owner,Automatic,Ahmedabad,1810000
Volvo S60,Volvo,D5 Summum,2014,89000,Diesel,14.87,2400,215,440,First Owner,Automatic,Ahmedabad,1774000
Honda City,Honda,i DTec SV,2016,61000,Diesel,26,1498,98.6,200,First Owner,Manual,Ahmedabad,669000
Chevrolet Enjoy,Chevrolet,TCDi LS 7 Seater,2013,65000,Diesel,18.2,1248,73.8,172,First Owner,Manual,Ahmedabad,297000
Mercedes Benz,Mercedes,GLA Class 220 d 4MATIC,2018,62001,Diesel,17.9,2143,170,350,First Owner,Automatic,Ahmedabad,2650000
Skoda Octavia,Skoda,Style Plus 2.0 TDI AT,2016,85961,Diesel,19.3,1968,141,320,First Owner,Automatic,Ahmedabad,1350000
Toyota Innova,Toyota,Crysta 2016-2020 2.8 GX AT 8S BSIV,2017,88000,Diesel,11.36,2755,171.5,360,First Owner,Automatic,Ahmedabad,1600000
Maruti Swift,Maruti,Dzire VDI,2017,60000,Diesel,26.59,1248,74,190,First Owner,Manual,Ahmedabad,550000
Toyota Innova,Toyota,2.5 G (Diesel) 7 Seater,2015,110000,Diesel,12.99,2494,100.6,200,First Owner,Manual,Ahmedabad,726000
Maruti Ciaz,Maruti,1.3 Alpha,2017,86000,Diesel,28.09,1248,88.5,200,First Owner,Manual,Ahmedabad,750000
Volkswagen Vento,Volkswagen,1.5 TDI Highline,2013,68000,Diesel,20.34,1498,103.2,250,First Owner,Manual,Ahmedabad,425000
Maruti S-Presso,Maruti,VXI,2019,24230,Petrol,21.7,998,67.05,90,1st Owner,Manual,Ahmedabad,"4,22,000"
Nissan Terrano,Nissan,XL Plus 85 PS,2016,74431,Diesel,20.45,1461,83.8,200,2nd Owner,Manual,Ahmedabad,"4,70,500"
Toyota Innova,Toyota,2.5 VX (Diesel) 8 Seater,2013,94754,Diesel,12.99,2494,100,200,2nd Owner,Manual,Ahmedabad,"6,70,500"
Volkswagen Vento,Volkswagen,1.5 TDI Highline,2018,97922,Diesel,22.27,1498,108.6,250,1st Owner,Manual,Ahmedabad,"7,11,000"
Maruti Eeco,Maruti,5 Seater AC,2020,17116,Petrol,16.11,1196,72.42,98,1st Owner,Manual,Ahmedabad,"4,72,000"
Maruti Eeco,Maruti,5 Seater AC,2012,57341,Petrol,16.11,1196,72.42,98,1st Owner,Manual,Ahmedabad,"2,79,000"
Maruti Eeco,Maruti,5 Seater AC,2017,88362,Petrol,16.11,1196,72.42,98,1st Owner,Manual,Ahmedabad,"3,97,000"
Maruti Eeco,Maruti,5 Seater AC,2020,19627,Petrol,16.11,1196,72.42,98,1st Owner,Manual,Ahmedabad,"4,69,500"
Maruti Eeco,Maruti,5 Seater AC BSIV,2019,14161,Petrol,15.37,1196,73,101,1st Owner,Manual,Ahmedabad,"4,57,000"
Maruti Wagon R,Maruti,VXI Plus,2017,43031,Petrol,20.51,998,67.04,90,1st Owner,Manual,Ahmedabad,"3,87,000"
Maruti Swift,Maruti,VXI Optional,2016,45090,Petrol,20.4,1197,81.8,113,2nd Owner,Manual,Ahmedabad,"4,64,000"
Maruti Swift Dzire,Maruti,VDI,2012,80084,Diesel,23.4,1248,74,190,1st Owner,Manual,Ahmedabad,"3,40,500"
Maruti Baleno,Maruti,Delta,2017,34669,Petrol,21.01,1197,81.8,113,1st Owner,Manual,Ahmedabad,"5,35,500"
Maruti Baleno,Maruti,1.2 Delta,2016,51069,Petrol,21.4,1197,83.1,115,1st Owner,Manual,Ahmedabad,"4,82,500"
Maruti Wagon R,Maruti,AMT VXI,2017,41174,Petrol,20.51,998,67,90,1st Owner,Automatic,Ahmedabad,"4,30,000"
Maruti Baleno,Maruti,Alpha,2017,49072,Petrol,21.01,1197,81.8,113,1st Owner,Manual,Ahmedabad,"6,10,000"
Maruti Swift Dzire,Maruti,VXI 1.2,2019,9718,Petrol,21.21,1197,81.8,113,1st Owner,Manual,Ahmedabad,"6,65,000"
Honda City,Honda,1.5 V MT,2011,38647,Petrol,17,1497,118,146,1st Owner,Manual,Ahmedabad,"3,99,500"
Maruti Alto K10,Maruti,LXI,2012,89579,Petrol,20.92,998,67.1,90,1st Owner,Manual,Ahmedabad,"1,77,500"
Maruti Wagon R,Maruti,VXI,2016,81674,Petrol,21.79,998,67.05,90,1st Owner,Manual,Ahmedabad,"3,60,000"
Maruti Wagon R,Maruti,VXI,2014,131125,Petrol,21.79,998,67.05,90,1st Owner,Manual,Ahmedabad,"2,94,500"
Maruti Wagon R,Maruti,LXI BS IV,2011,60689,Petrol,20.51,998,67.04,90,1st Owner,Manual,Ahmedabad,"2,67,500"
Maruti Wagon R,Maruti,LXI,2020,10371,Petrol,21.79,998,67.05,90,1st Owner,Manual,Ahmedabad,"5,06,500"
Maruti Swift,Maruti,ZDi,2013,72301,Diesel,22.9,1248,74,190,1st Owner,Manual,Ahmedabad,"3,99,000"
Maruti Wagon R,Maruti,LXI BS IV,2013,85416,Petrol,20.51,998,67.04,90,2nd Owner,Manual,Ahmedabad,"2,79,500"
Maruti Swift Dzire,Maruti,VDI,2015,54419,Diesel,26.59,1248,74,190,1st Owner,Manual,Ahmedabad,"4,91,500"
Maruti Swift,Maruti,VXI,2019,21060,Petrol,23.2,1197,88.5,113,1st Owner,Manual,Ahmedabad,"6,00,000"
Maruti Wagon R,Maruti,VXI,2014,42381,Petrol,21.79,998,67.05,90,1st Owner,Manual,Ahmedabad,"3,28,500"
Maruti Eeco,Maruti,5 Seater AC BSIV,2016,45347,Petrol,15.37,1196,73,101,1st Owner,Manual,Ahmedabad,"3,80,500"
Maruti Swift Dzire,Maruti,VXI 1.2,2019,11935,Petrol,21.21,1197,81.8,113,1st Owner,Manual,Ahmedabad,"6,95,000"
Maruti Swift,Maruti,VDI,2018,31694,Diesel,28.4,1248,74,190,1st Owner,Manual,Ahmedabad,"5,85,000"
Ford Ecosport,Ford,1.5 TDCi Trend BSIV,2016,42029,Diesel,22.77,1498,98.59,205,1st Owner,Manual,Ahmedabad,"5,89,500"
Maruti Swift Dzire,Maruti,VXI 1.2,2019,9303,Petrol,21.21,1197,81.8,113,1st Owner,Manual,Ahmedabad,"6,83,500"
Hyundai Grand i10,Hyundai,Asta,2015,73875,Petrol,18.9,1197,82,114,1st Owner,Manual,Ahmedabad,"4,80,500"
Hyundai Verna,Hyundai,1.6 SX CRDi (O),2014,65484,Diesel,22.32,1582,126.32,259.8,2nd Owner,Manual,Ahmedabad,"5,43,000"
Honda Amaze,Honda,S Option i-VTEC,2017,59642,Petrol,17.8,1198,86.7,109,1st Owner,Manual,Ahmedabad,"5,01,500"
Honda City,Honda,i-VTEC V,2018,89144,Petrol,17.4,1497,117.6,145,1st Owner,Manual,Ahmedabad,"7,63,500"
Tata Zest,Tata,Quadrajet 1.3 XTA,2015,53737,Diesel,21.58,1248,88.7,200,1st Owner,Automatic,Bangalore,"4,49,500"
Maruti Vitara Brezza,Maruti,VDi,2017,72431,Diesel,24.3,1248,88.5,200,1st Owner,Manual,Bangalore,"8,60,000"
Hyundai Grand i10,Hyundai,CRDi Asta Option,2016,23622,Diesel,24,1120,70,160,1st Owner,Manual,Bangalore,"6,03,000"
MG Hector,MG,Hybrid Sharp MT,2020,9097,Petrol,15.81,1451,141,250,1st Owner,Manual,Bangalore,"19,03,500"
Ford Figo,Ford,Titanium Diesel,2017,5545,Diesel,24.4,1499,98.96,215,1st Owner,Manual,Bangalore,"5,81,000"
Honda Jazz,Honda,V CVT,2017,64317,Petrol,17.1,1199,88.5,110,2nd Owner,Automatic,Bangalore,"6,73,500"
Hyundai i20,Hyundai,Sportz Diesel,2021,9593,Diesel,25.2,1493,98.63,240.26,1st Owner,Manual,Bangalore,"9,94,000"
Hyundai EON,Hyundai,Magna Plus,2015,4924,Petrol,21.1,814,55.2,74.5,1st Owner,Manual,Bangalore,"3,47,500"
Maruti Alto 800,Maruti,LXI BSIV,2013,31940,Petrol,24.7,796,47.3,69,1st Owner,Manual,Bangalore,"3,15,000"
Maruti Alto 800,Maruti,LXI,2017,42752,Petrol,24.7,796,47.3,69,1st Owner,Manual,Bangalore,"3,57,000"
Maruti Celerio,Maruti,ZXI MT BSIV,2017,20605,Petrol,23.1,998,67.04,90,1st Owner,Manual,Bangalore,"4,96,500"
Maruti Alto 800,Maruti,LXI,2016,53908,Petrol,22.74,796,47.3,69,1st Owner,Manual,Bangalore,"3,28,000"
Maruti Alto 800,Maruti,VXI Optional,2019,2083,Petrol,24.7,796,47.3,69,2nd Owner,Manual,Bangalore,"3,72,500"
Maruti Celerio,Maruti,VXI AT,2016,26832,Petrol,23.1,998,67.04,90,1st Owner,Automatic,Bangalore,"4,86,326"
Hyundai Grand i10,Hyundai,1.2 Kappa Sportz BSIV,2019,9369,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,Bangalore,"6,08,000"
Mahindra KUV 100,Mahindra,mFALCON G80 K8,2016,19022,Petrol,18.15,1198,82,115,1st Owner,Manual,Bangalore,"4,24,000"
Honda Brio,Honda,1.2 E MT,2016,43771,Petrol,18.5,1198,86.8,109,1st Owner,Manual,Bangalore,"4,31,000"
Maruti Ignis,Maruti,1.2 Delta BSIV,2017,42206,Petrol,20.89,1197,81.8,113,1st Owner,Manual,Bangalore,"5,32,000"
Maruti Alto,Maruti,LXi BSIII,2010,60998,Petrol,19.7,796,46.3,62,1st Owner,Manual,Bangalore,"2,30,500"
Hyundai i10,Hyundai,Sportz,2008,93398,Petrol,20.36,1197,78.9,111.8,1st Owner,Manual,Bangalore,"2,73,500"
Hyundai Grand i10,Hyundai,Sportz,2017,49814,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"5,10,000"
Renault KWID,Renault,1.0 RXT AMT,2017,12413,Petrol,24.04,999,67,91,2nd Owner,Automatic,Bangalore,"4,14,500"
Honda Brio,Honda,1.2 VX AT,2013,84561,Petrol,16.5,1198,86.8,109,1st Owner,Automatic,Bangalore,"4,26,010"
Hyundai i10,Hyundai,Sportz,2010,89624,Petrol,20.36,1197,78.9,111.8,2nd Owner,Manual,Bangalore,"3,06,000"
Maruti Swift,Maruti,ZDI,2014,115848,Diesel,28.4,1248,74,190,1st Owner,Manual,Bangalore,"5,58,500"
Hyundai Grand i10,Hyundai,Sportz,2014,46687,Petrol,18.9,1197,82,114,2nd Owner,Manual,Bangalore,"4,47,500"
Maruti Celerio,Maruti,VXI,2018,5671,Petrol,21.63,998,67.05,90,1st Owner,Manual,Bangalore,"5,51,372"
Hyundai Grand i10,Hyundai,Sportz,2019,7129,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,Bangalore,"6,36,500"
Maruti Celerio,Maruti,VXI AT,2015,17042,Petrol,23.1,998,67.04,90,1st Owner,Automatic,Bangalore,"4,60,500"
Maruti Swift,Maruti,VXI,2011,24855,Petrol,18.6,1197,85.8,114,1st Owner,Manual,Bangalore,"4,19,500"
Maruti Alto 800,Maruti,LXI,2015,42358,Petrol,22.74,796,47.3,69,2nd Owner,Manual,Bangalore,"2,90,500"
Hyundai Grand i10,Hyundai,Sportz,2016,18740,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"5,26,500"
Renault KWID,Renault,1.0 RXT 02 Anniversary Edition,2018,17873,Petrol,23.01,999,67,91,1st Owner,Manual,Bangalore,"4,39,885"
Renault KWID,Renault,1.0 RXT AMT BSIV,2018,24416,Petrol,24.04,999,67,91,1st Owner,Automatic,Bangalore,"4,77,000"
Renault KWID,Renault,1.0 RXT AMT,2016,45115,Petrol,24.04,999,67,91,1st Owner,Automatic,Bangalore,"3,87,500"
Maruti Wagon R,Maruti,VXI,2017,18900,Petrol,21.79,998,67.05,90,1st Owner,Manual,Bangalore,"4,91,500"
Hyundai Grand i10,Hyundai,Sportz,2014,30607,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"4,78,500"
Maruti Ignis,Maruti,1.2 AMT Delta BSIV,2017,13107,Petrol,20.89,1197,81.8,113,1st Owner,Automatic,Bangalore,"6,22,000"
Maruti Celerio,Maruti,VXI AT,2014,41775,Petrol,23.1,998,67.04,90,1st Owner,Automatic,Bangalore,"4,31,000"
Maruti Celerio,Maruti,ZXI AT,2017,61191,Petrol,23.1,998,67.04,90,1st Owner,Automatic,Bangalore,"4,70,000"
Maruti Wagon R,Maruti,VXI,2017,20891,Petrol,21.79,998,67.05,90,1st Owner,Manual,Bangalore,"4,89,500"
Honda Brio,Honda,1.2 S MT,2016,25450,Petrol,18.5,1198,86.8,109,1st Owner,Manual,Bangalore,"4,80,500"
Maruti Wagon R,Maruti,VXI AMT,2017,45448,Petrol,21.79,998,67.05,90,1st Owner,Automatic,Bangalore,"4,77,000"
Maruti Wagon R,Maruti,VXI,2014,34986,Petrol,21.79,998,67.05,90,1st Owner,Manual,Bangalore,"4,03,500"
Maruti Wagon R,Maruti,VXI,2017,24925,Petrol,21.79,998,67.05,90,1st Owner,Manual,Bangalore,"4,75,500"
Maruti Alto 800,Maruti,VXI,2014,34929,Petrol,22.74,796,47.3,69,3rd Owner,Manual,Bangalore,"2,62,000"
Maruti Celerio,Maruti,ZXI AT,2015,41651,Petrol,23.1,998,67.04,90,2nd Owner,Automatic,Bangalore,"4,33,000"
Maruti Celerio,Maruti,VXI Optional,2016,19668,Petrol,23.1,998,67.04,90,1st Owner,Manual,Bangalore,"4,32,500"
Maruti Baleno,Maruti,1.3 Delta,2015,53511,Diesel,27.39,1248,74,190,1st Owner,Manual,Bangalore,"5,89,500"
Hyundai Grand i10,Hyundai,Asta Option,2017,6758,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"6,03,000"
Maruti Swift,Maruti,VXi BSIV,2010,91849,Petrol,16.1,1197,85,113,1st Owner,Manual,Bangalore,"3,45,000"
Hyundai Grand i10,Hyundai,1.2 Kappa Magna AT,2016,19255,Petrol,18.9,1197,81.86,113.75,2nd Owner,Automatic,Bangalore,"5,04,500"
Renault KWID,Renault,1.0 RXT AMT,2017,10003,Petrol,24.04,999,67,91,1st Owner,Automatic,Bangalore,"4,46,000"
Hyundai Grand i10,Hyundai,Sportz,2015,52812,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"4,87,000"
Maruti Celerio,Maruti,VXI,2014,37952,Petrol,23.1,998,67.04,90,1st Owner,Manual,Bangalore,"3,88,500"
Maruti Swift,Maruti,1.3 VXi,2009,90999,Petrol,16.1,1298,88.2,11.5,1st Owner,Manual,Bangalore,"3,04,500"
Honda Jazz,Honda,V CVT,2016,37789,Petrol,18.2,1199,88.7,110,2nd Owner,Automatic,Bangalore,"6,09,000"
Maruti Celerio,Maruti,VXI AT,2015,25610,Petrol,23.1,998,67.04,90,1st Owner,Automatic,Bangalore,"4,39,500"
Hyundai Grand i10,Hyundai,Sportz,2017,21163,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"5,62,000"
Maruti Swift,Maruti,VXI,2014,44290,Petrol,21.21,1197,81.8,113,1st Owner,Manual,Bangalore,"5,16,072"
Honda Jazz,Honda,1.5 VX i DTEC,2015,42361,Diesel,27.3,1498,98.6,200,1st Owner,Manual,Bangalore,"6,68,500"
Hyundai Santro,Hyundai,Asta BSIV,2018,21853,Petrol,20.3,1086,68,99,1st Owner,Manual,Bangalore,"5,71,500"
Maruti Wagon R,Maruti,VXI,2010,65713,Petrol,21.79,998,67.05,90,1st Owner,Manual,Bangalore,"2,82,000"
Hyundai Grand i10,Hyundai,Sportz,2016,28974,Petrol,18.9,1197,82,114,1st Owner,Manual,Bangalore,"5,16,000"
Maruti Celerio,Maruti,ZXI,2018,17247,Petrol,21.63,998,67.05,90,1st Owner,Manual,Bangalore,"5,16,000"
Maruti Ignis,Maruti,1.2 Zeta BSIV,2017,44437,Petrol,20.89,1197,81.8,113,1st Owner,Manual,Bangalore,"5,36,500"
Maruti Swift Dzire,Maruti,VXi,2009,86950,Petrol,17.5,1298,85.8,114,2nd Owner,Manual,Bangalore,"3,29,000"
Hyundai Grand i10,Hyundai,AT Asta,2015,26776,Petrol,18.9,1197,82,114,2nd Owner,Automatic,Bangalore,"5,15,500"
Renault KWID,Renault,1.0 RXT 02 Anniversary Edition,2018,25772,Petrol,23.01,999,67,91,1st Owner,Manual,Bangalore,"4,18,500"
Maruti Baleno,Maruti,1.3 Alpha,2017,61578,Diesel,27.39,1248,74,190,1st Owner,Manual,Bangalore,"7,33,000"
Maruti Swift Dzire,Maruti,VXI,2011,73991,Petrol,23.26,1197,88.5,113,1st Owner,Manual,Bangalore,"3,94,000"
